cell,,date,p,psi1,vol_pca1,vol_jse1,turnover_pca1,turnover_jse1
large_63,1,2018-06-01,475,0.9842682073944171,0.047887302153300164,0.04854010524032476,0.35159345627443317,0.354284423015694
large_63,2,2018-07-02,475,0.9716306726117695,0.07491515074885771,0.07690738958913183,0.36377706972364976,0.3695533382062455
large_63,3,2018-08-01,475,0.9614824553912246,0.057654972632762855,0.05802937419029132,0.42388032586614977,0.4288540702409423
large_63,4,2018-09-04,475,0.9603465666959767,0.07314539010533866,0.07490627492303154,0.3313025149381157,0.3408390441661605
large_63,5,2018-10-01,475,0.9491975735497918,0.15402294924398294,0.15270884058433812,0.3201706463000972,0.32776132411491665
large_63,6,2018-11-01,476,0.9826348314866212,0.09965884400788712,0.09910125304218258,0.5509428667135972,0.560014337278948
large_63,7,2018-12-03,476,0.984800535807163,0.21196760625048494,0.2113340012972234,0.2633200323849564,0.2647646866081044
large_63,8,2019-01-02,476,0.9898862797757865,0.10073988979639771,0.10020318955214212,0.25000434200687166,0.2512658824280755
large_63,9,2019-02-01,476,0.9889845707966564,0.04823923129249534,0.04811747569375278,0.2561283636675891,0.2580718675820929
large_63,10,2019-03-01,476,0.9885841473806538,0.0705449408631929,0.07016483692648004,0.2307707027750302,0.23027027066176275
large_63,11,2019-04-01,477,0.9792142600294056,0.07663962121246218,0.07710373366134748,0.3710779610545858,0.3736579803467288
large_63,12,2019-05-01,477,0.967591696723056,0.08925940568018208,0.08883248297908987,0.3999895766766271,0.40556196902339425
large_63,13,2019-06-03,477,0.9806377556360016,0.0961605342799872,0.0968582742272762,0.33957978257941746,0.3453703735235176
large_63,14,2019-07-01,480,0.9790925170567186,0.07482248594272042,0.07535060039304549,0.23988531926607431,0.24239273627263658
large_63,15,2019-08-01,480,0.9804549388777765,0.15907887800335122,0.15781091532760458,0.22178804866337426,0.22188347666657054
large_63,16,2019-09-03,482,0.9846785539442346,0.07066282894021782,0.07106723368711636,0.401390687936785,0.40698496681138296
large_63,17,2019-10-01,483,0.9843896381855158,0.08486173291302673,0.08459899022353036,0.23437467602569767,0.2349450350489341
large_63,18,2019-11-01,483,0.983266478746215,0.08037479351862319,0.0815786752067366,0.29024327776489844,0.29233522356377706
large_63,19,2019-12-02,483,0.9686178328801898,0.04689509810403075,0.047543627884618314,0.3436988163660446,0.3439515689762159
large_63,20,2020-01-02,484,0.9614134690089473,0.07905567434381862,0.07814204170683019,0.2560349477417193,0.2582572237000638
large_63,21,2020-02-03,484,0.9685631224704305,0.2819441273095141,0.2822711673644815,0.33531388132167184,0.33861016991490805
large_63,22,2020-03-02,484,0.9869500376355914,0.8813309452510345,0.8800440786948673,0.6622344643524537,0.6735782218853608
large_63,23,2020-04-01,484,0.9956502529553716,0.3350467837983344,0.3341936921920817,0.9616625160841967,0.9709207884811484
large_63,24,2020-05-01,484,0.9956320911642313,0.17156154647250843,0.17104528372850417,0.205341168411097,0.20618991215292654
large_63,25,2020-06-01,484,0.9955203977626478,0.2168138407957016,0.2161430659398347,0.1328336867297253,0.13293431110220796
large_63,26,2020-07-01,486,0.9939288605443382,0.09473169453307938,0.09452716979206024,0.4978176421237389,0.4997186911122824
large_63,27,2020-08-03,486,0.9926483575391297,0.06863380848560313,0.06888470653125542,0.3733565626499007,0.37554214395964475
large_63,28,2020-09-01,486,0.9900560257607753,0.2041194596033745,0.20415378902490516,0.2610511504622919,0.262559759616002
large_63,29,2020-10-01,486,0.9799213488756744,0.15446433785073518,0.1537189938128091,0.41670558798548313,0.42462055995372605
large_63,30,2020-11-02,486,0.9840388824638197,0.11780438564585417,0.11760097881761153,0.38184577424394156,0.3850434021515384
large_63,31,2020-12-01,486,0.9882110102461665,0.09562654591140418,0.09550188872701668,0.4957397370591793,0.5089583436349543
large_63,32,2021-01-04,487,0.988135006354349,0.12998617454957606,0.1298118132042315,0.1966649781579785,0.19693793342642052
large_63,33,2021-02-01,487,0.9862358536566189,0.11872363523872206,0.11864435768134093,0.20531086700994494,0.2057287822492848
large_63,34,2021-03-01,487,0.9777147192253082,0.12239610823519158,0.1222455449609848,0.43036950176990607,0.44339465977986603
large_63,35,2021-04-01,489,0.9777748358936676,0.07661904143762502,0.07682145497335459,0.3139067159024913,0.3208771666710283
large_63,36,2021-05-03,489,0.9761256035328156,0.1154556581692257,0.11512896016289112,0.35151203723508073,0.3583634513792875
large_63,37,2021-06-01,490,0.977483834096101,0.107325739695585,0.10744664367326726,0.2731844598978474,0.27908544385903766
large_63,38,2021-07-01,490,0.9745749875054348,0.08510867304774618,0.08415781185858487,0.5342139305724565,0.5488205954367465
large_63,39,2021-08-02,492,0.9810040963177875,0.07227675533195452,0.07256303950942992,0.33743695222686365,0.34257611304761104
large_63,40,2021-09-01,492,0.982561752323954,0.11178559076686964,0.11167377527418919,0.3553284403514548,0.3596580351241257
large_63,41,2021-10-01,492,0.9836093243439983,0.09121851135347968,0.09109947950022955,0.2555132455126855,0.2581206620358104
large_63,42,2021-11-01,493,0.9749623360334722,0.11682989362002866,0.11643892742486962,0.32007456553655933,0.325707622711093
large_63,43,2021-12-01,493,0.9769192161612711,0.11265151805627166,0.11211636813593878,0.33714560818230177,0.3456699807961988
large_63,44,2022-01-03,493,0.9792442450953479,0.10256911346139347,0.10177176171671141,0.3250353417994476,0.3284236489155485
large_63,45,2022-02-01,493,0.9823750743771423,0.1571990556114261,0.15685067065816446,0.4111590036920842,0.4180348052252211
large_63,46,2022-03-01,493,0.986437090969643,0.13107042708569036,0.13055455389247173,0.29719837157220697,0.3029407276648965
large_63,47,2022-04-01,493,0.9883432406558466,0.17244466423842555,0.17218697679032763,0.3037996863627412,0.3085516687783837
large_63,48,2022-05-02,494,0.9892747610194904,0.20754442132046794,0.20695064281978362,0.21107231648366984,0.21225284445633572
large_63,49,2022-06-01,494,0.991374770032628,0.2302552951028224,0.2300158541003095,0.3409093655585098,0.3427838082737322
large_63,50,2022-07-01,494,0.9924108023658124,0.13467360469711476,0.13448870328926169,0.2870084324761652,0.28902335901187026
large_63,51,2022-08-01,494,0.9923343357342621,0.1367116511753488,0.1363376198221339,0.2174816524450911,0.21806809436382896
large_63,52,2022-09-01,494,0.9911277904958129,0.20930206258789402,0.2089422663343234,0.36176463142189286,0.3642994929630215
large_63,53,2022-10-03,494,0.9906551590629376,0.22132063626253912,0.22095233292969724,0.30126836788227396,0.3020444741863789
large_63,54,2022-11-01,494,0.991581584277136,0.1664203851438797,0.16560978865529882,0.36566416629663967,0.36813281344967336
large_63,55,2022-12-01,494,0.9919545605030602,0.12045246278715592,0.12001040542391811,0.35951874000553696,0.36140935250704687
large_63,56,2023-01-03,494,0.991001290969896,0.13706854345322672,0.13681753526514778,0.24130837133445526,0.24238117910181622
large_63,57,2023-02-01,494,0.9899353234135603,0.09469724196947077,0.09473006152272452,0.3386096394050897,0.3406534237608355
large_63,58,2023-03-01,494,0.9858449555350342,0.16813674033172465,0.1676070316577654,0.3043989642127134,0.3047898819778284
large_63,59,2023-04-03,495,0.9846862371590511,0.08085205289933584,0.08049788003681092,0.43398891933078,0.43795441788695955
large_63,60,2023-05-01,495,0.9836695561839324,0.07785787568482731,0.07733076183878546,0.2871077496526532,0.288111553446954
large_63,61,2023-06-01,495,0.983686934799565,0.0890811975107208,0.08883380586912037,0.38264108540526265,0.3841737268454095
large_63,62,2023-07-03,495,0.9759554671595856,0.0788659009278949,0.07944493568029704,0.3514049395409097,0.3551682117826094
large_63,63,2023-08-01,495,0.9726083880034919,0.0852203695620159,0.08520961178576707,0.277528644561447,0.2820760811574923
large_63,64,2023-09-01,496,0.9664426418134702,0.09766740108089551,0.09749157012432624,0.45274774125335093,0.46483290132753746
large_63,65,2023-10-02,496,0.9684555777333803,0.11970994160547496,0.11940562432472927,0.3166159236572796,0.3240007087531991
large_63,66,2023-11-01,496,0.9753383792106285,0.09554310874037994,0.0946090075391424,0.48691738101763216,0.4945492888317673
large_63,67,2023-12-01,496,0.9828001667134048,0.10034819963515589,0.10085366510747025,0.43851459854217617,0.4464145273512258
large_63,68,2024-01-02,496,0.9834235987071946,0.07219286827622581,0.07156461944342608,0.27229705669956306,0.2772222341148076
large_63,69,2024-02-01,497,0.9817925073341869,0.06821837206847212,0.06776294010757873,0.3552477411537345,0.3588035033912542
large_63,70,2024-03-01,497,0.973171512934825,0.06702212171516032,0.06641633637661427,0.3035304803410326,0.3073379944899117
large_63,71,2024-04-01,497,0.9654231473157578,0.08827357035357168,0.087939311300151,0.35047931551825956,0.35992952971133635
large_63,72,2024-05-01,497,0.9664567537623632,0.10489314882856242,0.1049046355723421,0.35040434078145644,0.3572662227963245
large_63,73,2024-06-03,497,0.9659878278578775,0.0653668094098512,0.06586325896846752,0.32991049613263423,0.3355391535825144
large_63,74,2024-07-01,499,0.9624442595435377,0.08508003449419,0.0851798699328384,0.32107887360226006,0.3310445830545808
large_63,75,2024-08-01,499,0.9665595040084676,0.11369102624643254,0.1126365409961013,0.45514699841638157,0.47148460355915595
large_63,76,2024-09-03,499,0.9815019331908956,0.07658930296559621,0.07660456173388926,0.28853543769748724,0.29185701430550537
large_63,77,2024-10-01,499,0.982622160525866,0.08920646935841169,0.08938392219472022,0.15254042141564167,0.1531589899509223
large_63,78,2024-11-01,499,0.9752266032892586,0.08905096433538798,0.08875684099743911,0.29872146909483177,0.30137706191520147
large_63,79,2024-12-02,499,0.9651738441552391,0.10290690399380781,0.10262956385586172,0.46138372784079945,0.47696629517915323
large_63,80,2025-01-02,499,0.9701031919214057,0.13624198509851898,0.1371466754089823,0.25671590962681307,0.26210918337892364
large_63,81,2025-02-03,499,0.9714465277884431,0.08364244283050654,0.08400451396103956,0.3219234182357942,0.324440317211643
large_63,82,2025-03-03,499,0.9728553187977629,0.1441518229717674,0.1437676981618266,0.41956171093725503,0.42911381742207444
large_63,83,2025-04-01,499,0.979574371798173,0.33800159476953157,0.33616909343353724,0.2106759423524147,0.2114257122555101
large_63,84,2025-05-01,499,0.9934265453489727,0.1333403661429188,0.1334160693367183,0.45616502250712415,0.45519429954108936
large_63,85,2025-06-02,500,0.9945272885400707,0.0945375021885436,0.09454049712014653,0.21402039497428202,0.21476894636179286
large_63,86,2025-07-01,500,0.9942443201063632,0.09502919756721608,0.09508402606982912,0.16460666225562612,0.16432578142991244
large_63,87,2025-08-01,500,0.9753340947893648,0.08413833551701978,0.08378656888581085,0.4408805005363867,0.44694659628335986
large_63,88,2025-09-02,500,0.9622119797637578,0.07845763427652348,0.07844270002615412,0.31674143713933245,0.3229581668721907
large_63,89,2025-10-01,500,0.9546027465509455,0.08909186926310018,0.08829534561601697,0.2810723466987179,0.2888010408863071
large_63,90,2025-11-03,500,0.957337274694141,0.09715093469734656,0.09674251350401156,0.46362916563829626,0.47826807080909184
large_63,91,2025-12-01,500,0.9665492894702485,0.07690656355530286,0.07714022178246405,0.3341880374820354,0.349543327246613
large_63,92,2026-01-02,500,0.9727940694944841,0.08442773761457462,0.08374648714794715,0.2587411856015843,0.26323744476414673
large_63,93,2026-02-02,501,0.9691299559406731,0.06768277956907282,0.06663348195363601,0.26682087073505856,0.27272580753296427
large_63,94,2026-03-02,501,0.9588868710489321,0.1030272740367651,0.10200574386098124,0.3838827340201088,0.394351301964588
large_63,95,2026-04-01,501,0.968908352702537,0.09674543175734175,0.09653678310539257,0.27797511775709566,0.28724786407416203
large_63,96,2026-05-01,501,0.9698393031095478,0.08443626753468535,0.08528855966589072,0.20527014423753098,0.2106584427331672
large_63,97,2026-06-01,501,0.9734429593682885,0.11214400250787172,0.11279497666341612,0.42852125378022565,0.4388446170906749
large_63,98,2026-07-01,501,0.9696856724231785,0.09054979927596768,0.09179129157788604,0.32485801490879196,0.3307472852436367
large_252,1,2019-03-01,475,0.9957684596720463,0.07281016953834137,0.07271531672461554,0.0999642198713872,0.10007600786300538
large_252,2,2019-04-01,475,0.9956296882803336,0.08007000026872263,0.08018114620834883,0.06838841459859742,0.06845106773599532
large_252,3,2019-05-01,475,0.9952992924289121,0.09328714958166992,0.09327343927535445,0.07343758432288283,0.07326302418697675
large_252,4,2019-06-03,475,0.9956544038871449,0.10133091832785528,0.10154802234000712,0.0709666753457738,0.07117556172516354
large_252,5,2019-07-01,475,0.9957498943763808,0.08007597603699629,0.08023729357002714,0.04938092770486089,0.049515671441934125
large_252,6,2019-08-01,475,0.9957111519587742,0.15552620498615144,0.15519909940068158,0.06722069424343984,0.06731272960581122
large_252,7,2019-09-03,476,0.9962375215097958,0.06790023380009882,0.06800782809345726,0.13907636456857364,0.13908008695671306
large_252,8,2019-10-01,476,0.9962705817733915,0.08748878357055362,0.08745046674187976,0.05216379054480629,0.05214236433595924
large_252,9,2019-11-01,476,0.9959484669179783,0.07617273352459118,0.07646292238909749,0.09741480888697013,0.09764390153726013
large_252,10,2019-12-02,476,0.9957306114191936,0.05315237743910526,0.05340854205516567,0.08193420860346293,0.08191796257674162
large_252,11,2020-01-02,477,0.9945965601476311,0.06994024764262763,0.0697667804557543,0.13109758077572176,0.13090674979206018
large_252,12,2020-02-03,477,0.9943962681487595,0.28542256825994716,0.2855495423066974,0.11993203049629499,0.120297803560206
large_252,13,2020-03-02,477,0.9953592700146635,0.9141398430859194,0.9141049373531223,0.19033954597187597,0.19043300163378613
large_252,14,2020-04-01,480,0.9983247670850617,0.3410788405291436,0.3407422653196598,0.9111131924181972,0.9152978568165291
large_252,15,2020-05-01,480,0.9984197823068512,0.17258901614851846,0.17240743699122052,0.15988644086594345,0.15995302974281533
large_252,16,2020-06-01,482,0.9983984535996694,0.21624798638470527,0.21598158227923483,0.0835142471431296,0.08360960598834104
large_252,17,2020-07-01,483,0.998448265459647,0.09346880245136382,0.09339743329933975,0.06804279755331057,0.06816143348195028
large_252,18,2020-08-03,483,0.998432711192922,0.06552503320152289,0.06560747666534397,0.04270782771437759,0.042765582689977245
large_252,19,2020-09-01,483,0.9983755825812177,0.19597799757049164,0.19593981019479514,0.05013548967801514,0.05016526759883482
large_252,20,2020-10-01,484,0.998371135027185,0.16121246941403877,0.1611544075834752,0.03950377545554351,0.03957307837982815
large_252,21,2020-11-02,484,0.998396408508397,0.11985036968214449,0.11987380758286612,0.04263240349694991,0.04266743824888921
large_252,22,2020-12-01,484,0.9983357351784468,0.08802174450917946,0.08796434392661436,0.061999469487747164,0.062085869498093194
large_252,23,2021-01-04,484,0.9983200138442501,0.11720195899962567,0.11712428015387163,0.021759303957597797,0.0217313840581497
large_252,24,2021-02-01,484,0.9982906958500063,0.11227168770056999,0.11224425543905688,0.040232980443937166,0.04030246950560032
large_252,25,2021-03-01,484,0.9982590480992206,0.1296341924962273,0.129646372830814,0.041432348819202824,0.04149100374428077
large_252,26,2021-04-01,486,0.9971332260650161,0.0788797556157115,0.07887437055927769,0.36003387871654,0.36061038748000895
large_252,27,2021-05-03,486,0.9965549468930386,0.11317130452346309,0.11310977145582651,0.184515642321969,0.18518316683365893
large_252,28,2021-06-01,486,0.9961131553116632,0.08952425289728076,0.08949794937767216,0.09147845181756126,0.09184389038978352
large_252,29,2021-07-01,486,0.99496695737574,0.08402560559435081,0.0838678533654795,0.11138372147814302,0.11157044974949404
large_252,30,2021-08-02,486,0.9951265815294335,0.07074193686752198,0.07079047288603077,0.06397463271021026,0.06419506114039068
large_252,31,2021-09-01,486,0.9953018020517553,0.10766733052335527,0.10760500708810701,0.06176714505995009,0.06203197102053873
large_252,32,2021-10-01,487,0.9951410870690582,0.09060735077185694,0.09054838208154428,0.08395288933063685,0.08432041833324413
large_252,33,2021-11-01,487,0.9947893451380982,0.11506654592988393,0.1150054803823716,0.0686107540538197,0.06881347668678958
large_252,34,2021-12-01,487,0.9940507621975359,0.11313763425906176,0.11299525830419767,0.25265214680099296,0.25534574624037276
large_252,35,2022-01-03,489,0.9943307201244562,0.11082227247333233,0.11061380366165983,0.0938923496855654,0.09435945523757186
large_252,36,2022-02-01,489,0.9943639309697224,0.15794575949556988,0.1578193633221204,0.18187983175701003,0.18323125813842978
large_252,37,2022-03-01,490,0.9946950518259526,0.13846711266961684,0.138356309009141,0.14303864446718056,0.14362637284912022
large_252,38,2022-04-01,490,0.9953407686153541,0.1737652745468293,0.17369226131752152,0.14995632201936518,0.1509939414270373
large_252,39,2022-05-02,492,0.9956949398379203,0.19716255362467514,0.19684100635167429,0.10504990372519382,0.10536371847763687
large_252,40,2022-06-01,492,0.9963502117350636,0.22279120962663795,0.2226815763966746,0.1459606746859592,0.14662137165264147
large_252,41,2022-07-01,492,0.996863308366231,0.13116401367303096,0.13112322254579764,0.08776163323584345,0.08842402289270349
large_252,42,2022-08-01,493,0.9968736530360177,0.13280216495435682,0.13264906029950435,0.07212926340552289,0.07247296680689184
large_252,43,2022-09-01,493,0.9970650459514553,0.2183839099050634,0.21830511298093255,0.05539227498742215,0.055537222961414355
large_252,44,2022-10-03,493,0.9972401108488618,0.22915185618919443,0.22906956918591997,0.07840067718619406,0.07864645510491244
large_252,45,2022-11-01,493,0.9973529763344358,0.17024644507611053,0.1700569592718947,0.08369861541447543,0.08371270762383504
large_252,46,2022-12-01,493,0.9975442535303296,0.1241191482998848,0.124014707004278,0.10494011369402183,0.105139441765516
large_252,47,2023-01-03,493,0.9975643678720536,0.14091138983261273,0.1408584720668191,0.045300790313773834,0.045420697469930105
large_252,48,2023-02-01,494,0.9975794158126838,0.09990868616918439,0.0999070943424678,0.06648744053243966,0.06667359319406664
large_252,49,2023-03-01,494,0.9975402088933283,0.15931243973964676,0.1591781561118809,0.06336379942980849,0.06344076436169332
large_252,50,2023-04-03,494,0.9975196500173619,0.09063569393607997,0.0906092617723012,0.12083543315624343,0.12105270559793846
large_252,51,2023-05-01,494,0.9974819559053555,0.08246666396660957,0.08237631581299483,0.06445327479417416,0.06457834049689051
large_252,52,2023-06-01,494,0.9971554370434501,0.09451904966218047,0.09447080412697752,0.1555737134570984,0.1557555673239796
large_252,53,2023-07-03,494,0.9967544378120199,0.07653625622453006,0.07665689133945103,0.08940163846173971,0.08978835044776444
large_252,54,2023-08-01,494,0.9966080377260946,0.08063042134460698,0.08061346160021508,0.07504176084934114,0.07504558463605135
large_252,55,2023-09-01,494,0.9963637912817858,0.09267858923598123,0.09264048408069377,0.07119031307788365,0.07113347686496488
large_252,56,2023-10-02,494,0.9960284781031327,0.11645463565616392,0.11644375821917582,0.08387696850730926,0.08374348796107486
large_252,57,2023-11-01,494,0.9955663317069263,0.09021079654751792,0.09002082215370208,0.1425892869327392,0.14291750452090712
large_252,58,2023-12-01,494,0.9949617981510602,0.11724284527850802,0.11752591237148288,0.15724117402256005,0.157270878986855
large_252,59,2024-01-02,495,0.9947100702683903,0.07669374068762479,0.07658222973250164,0.11330092001222627,0.1135042831439544
large_252,60,2024-02-01,495,0.9944388389621265,0.07222715773294591,0.07214329864045974,0.09287093855565273,0.09296927357340543
large_252,61,2024-03-01,495,0.994179944659709,0.070823175084476,0.07073205518668138,0.1004826121618635,0.10084933640812771
large_252,62,2024-04-01,495,0.9933889858836115,0.0875545650614163,0.08751521827124037,0.1567456886271809,0.15770626632631918
large_252,63,2024-05-01,495,0.9932645551313782,0.10243275316996277,0.10245564594617462,0.10759120696705556,0.10802369484804317
large_252,64,2024-06-03,496,0.9930220033678693,0.06374840191150986,0.06386618536512417,0.12699730394182165,0.12725762865809975
large_252,65,2024-07-01,496,0.9927529841000953,0.08448962542447323,0.0844628690669114,0.08267511682623178,0.08296403319059947
large_252,66,2024-08-01,496,0.9928095941055262,0.10186813596768104,0.10162628594885556,0.1342539142011147,0.13455189254922573
large_252,67,2024-09-03,496,0.9936066579044033,0.07943860911049633,0.07952207723894236,0.1264477887190099,0.12759128707775869
large_252,68,2024-10-01,496,0.9934910933249437,0.0828419629468903,0.0828541478687802,0.07238595029733787,0.0729545675925456
large_252,69,2024-11-01,497,0.9929362029331543,0.09135903482283356,0.09126500861443246,0.12040896874239723,0.1206635797459277
large_252,70,2024-12-02,497,0.9922309265481053,0.09344019998811987,0.09328212581424349,0.16857372126386855,0.16974941825432704
large_252,71,2025-01-02,497,0.9922592144321442,0.14274040196776766,0.14308273630940962,0.10228713533100729,0.10305867376242238
large_252,72,2025-02-03,497,0.9921267722792605,0.08784260784697073,0.08809920642153828,0.10980968144187131,0.1103409883770156
large_252,73,2025-03-03,497,0.992240509436242,0.13501303563419834,0.134974313065289,0.11197138017540584,0.11256747170761716
large_252,74,2025-04-01,499,0.9931916493853166,0.306811831895795,0.306075201530824,0.09438567048611629,0.09506828376590226
large_252,75,2025-05-01,499,0.9962122413131955,0.1330634565478587,0.13312765772277887,0.21285914655144414,0.2123495579027897
large_252,76,2025-06-02,499,0.9963697463724054,0.0953594223003799,0.09539060593915727,0.06815268620627013,0.06833780326876236
large_252,77,2025-07-01,499,0.9963987168478852,0.09740620028439873,0.09744403251266753,0.03569996258858573,0.03576010733002852
large_252,78,2025-08-01,499,0.9963181059804566,0.0957375874495194,0.09572985142243168,0.06836686487002641,0.06837097526198344
large_252,79,2025-09-02,499,0.9959953563677154,0.08928687659846736,0.08932637405491377,0.06438876189234553,0.06453220110010016
large_252,80,2025-10-01,499,0.9958046119570901,0.09998626498804154,0.0999940327803161,0.045486395551684565,0.04561997530367011
large_252,81,2025-11-03,499,0.9957848081184136,0.10305509384651283,0.10302849461065887,0.06417290707167224,0.06413650467834119
large_252,82,2025-12-01,499,0.9959544280501532,0.07676590063175247,0.07679430557326253,0.07370279648071287,0.0738171564625892
large_252,83,2026-01-02,499,0.9958792279663777,0.08354879173112496,0.0835090283038145,0.04269352008756448,0.0427944566833494
large_252,84,2026-02-02,499,0.995840717605133,0.06897819183966039,0.06902920101090065,0.07626222272955377,0.07634123918587735
large_252,85,2026-03-02,500,0.9956884092261423,0.10097767351034331,0.10096584356024173,0.092704181668627,0.09270397148182541
large_252,86,2026-04-01,500,0.9954967609616662,0.10886873967273168,0.10895866035440176,0.0712816723534179,0.07155687650297854
large_252,87,2026-05-01,500,0.9912141674985586,0.09276713077963533,0.09311469209580049,0.21082421336513033,0.21102389198934735
